,Player,PA,Yds Allow,TO,FL,Def Int,Pen,EXP,Year,Tm,Pos,PR TD,KR TD,FblTD,IntTD,Sfty,Short FGA,Short FGM,Reg FGA,Reg FGM,Med FGA,Med FGM,Long FGA,Long FGM,Deep FGA,Deep FGM,XPA,XPM
764,Eddy Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CHI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,10.0,9.0,7.0,3.0,2.0,2.0,29.0,27.0
765,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,7.0,11.0,7.0,6.0,3.0,26.0,23.0
766,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,7.0,5.0,4.0,2.0,37.0,35.0
767,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,5.0,10.0,6.0,2.0,0.0,36.0,34.0
768,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,9.0,9.0,7.0,1.0,1.0,16.0,15.0
769,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,6.0,4.0,6.0,3.0,45.0,40.0
770,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,7.0,3.0,5.0,2.0,28.0,22.0
771,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,GNB,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,11.0,11.0,8.0,7.0,2.0,1.0,41.0,40.0
772,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3TM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,4.0,10.0,5.0,3.0,3.0,26.0,26.0
773,Aldrick Rosas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,0.0,39.0,35.0
774,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NWE,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,3.0,7.0,4.0,1.0,1.0,12.0,12.0
775,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,8.0,6.0,1.0,0.0,19.0,19.0
776,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0,15.0,14.0
777,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,12.0,11.0
778,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,12.0,12.0
779,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,1.0,9.0,9.0
780,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,16.0,15.0
781,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,15.0,11.0
782,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,25.0,24.0
783,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,5.0
784,Kaare Vedvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
785,Greg Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
786,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Mitch Wishnowsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Rigoberto Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Jake Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Logan Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Pat O'Donnell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Kasey Redfern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Matt Wile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Jamie Gillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Jordan Berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Lac Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Matt Haack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Bryan Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Corey Bojorquez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Riley Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DAL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,13.0,13.0,13.0,12.0,9.0,3.0,36.0,33.0
808,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,MIA,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,7.0,7.0,14.0,12.0,9.0,8.0,36.0,36.0
809,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,11.0,9.0,8.0,8.0,8.0,36.0,33.0
810,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,13.0,12.0,11.0,9.0,3.0,1.0,45.0,43.0
811,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,10.0,10.0,8.0,7.0,6.0,1.0,36.0,33.0
812,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,LVR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,8.0,8.0,5.0,3.0,4.0,4.0,47.0,45.0
813,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,BUF,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,9.0,6.0,9.0,8.0,6.0,4.0,59.0,57.0
814,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,17.0,13.0,4.0,2.0,32.0,30.0
815,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,8.0,8.0,15.0,10.0,27.0,24.0
816,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,6.0,13.0,8.0,6.0,2.0,39.0,36.0
817,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,10.0,9.0,3.0,2.0,37.0,36.0
818,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,13.0,13.0,9.0,9.0,6.0,5.0,23.0,21.0
819,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,TAM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,9.0,9.0,9.0,7.0,2.0,1.0,57.0,52.0
820,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,8.0,6.0,6.0,4.0,40.0,37.0
821,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,6.0,9.0,9.0,5.0,3.0,53.0,52.0
822,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,10.0,10.0,9.0,7.0,3.0,1.0,58.0,57.0
823,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,4.0,10.0,6.0,41.0,38.0
824,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,7.0,12.0,11.0,3.0,2.0,33.0,30.0
825,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,KAN,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,9.0,9.0,5.0,3.0,4.0,4.0,54.0,48.0
826,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,10.0,5.0,8.0,7.0,48.0,46.0
827,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,8.0,8.0,7.0,5.0,3.0,25.0,24.0
828,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,13.0,13.0,2.0,2.0,53.0,49.0
829,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,10.0,9.0,4.0,2.0,38.0,36.0
830,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,11.0,10.0,0.0,0.0,47.0,43.0
831,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,7.0,4.0,5.0,2.0,43.0,37.0
832,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,13.0,8.0,3.0,2.0,39.0,38.0
833,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,8.0,7.0,1.0,1.0,38.0,34.0
834,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,6.0,5.0,5.0,5.0,2.0,26.0,24.0
835,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,GNB,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,63.0,59.0
836,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,5.0,7.0,6.0,1.0,1.0,16.0,16.0
837,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,1.0,1.0,3.0,1.0,15.0,12.0
838,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,0.0,26.0,23.0
839,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,7.0,6.0
840,Aldrick Rosas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,3.0,9.0,9.0
841,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,0.0,9.0,8.0
842,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0,7.0,7.0
843,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,10.0,8.0
844,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0
845,Matthew Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,7.0
846,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0
847,Tristan Vizcaino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
848,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
849,Jonathan Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
850,Taylor Russolino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
851,Elliott Fry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
852,Jamie Gillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
853,Brandon Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
854,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Rigoberto Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Jake Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Mitch Wishnowsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Jack Fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Logan Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,Braden Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Sterling Hofrichter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,JK Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Bryan Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,Michael Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Cameron Johnston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Chris Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,Andy Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,Tommy Townsend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,Aaron Brewer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Keelan Cole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,Riley Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,Matt Haack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,Brett Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,LVR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,12.0,12.0,13.0,12.0,7.0,6.0,33.0,30.0
879,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,13.0,11.0,9.0,8.0,29.0,27.0
880,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,11.0,11.0,11.0,11.0,8.0,5.0,47.0,42.0
881,Greg Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,11.0,9.0,7.0,9.0,7.0,40.0,36.0
882,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,9.0,5.0,3.0,10.0,7.0,49.0,47.0
